date,geoRegion,sex,entries,type_variant,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202141,BS,male,0,sex,95621,7,0,0.01,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202142,BS,male,6,sex,95621,13,0.01,0.01,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.429,42.9
202143,BS,male,1,sex,95621,14,0,0.01,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.333,33.300000000000004
202144,BS,male,62,sex,95621,76,0.06,0.08,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.312,31.2
202145,BS,male,235,sex,95621,311,0.25,0.33,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.426,42.6
202146,BS,male,3484,sex,95621,3795,3.64,3.97,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.459,45.9
202147,BS,male,3859,sex,95621,7654,4.04,8,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.455,45.5
202052,BS,female,0,sex,101114,0,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202053,BS,female,0,sex,101114,0,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202101,BS,female,0,sex,101114,0,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202102,BS,female,0,sex,101114,0,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202103,BS,female,0,sex,101114,0,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202104,BS,female,0,sex,101114,0,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202105,BS,female,0,sex,101114,0,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202106,BS,female,0,sex,101114,0,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202107,BS,female,1,sex,101114,1,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,1,100
202108,BS,female,0,sex,101114,1,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202109,BS,female,0,sex,101114,1,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202110,BS,female,0,sex,101114,1,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202111,BS,female,0,sex,101114,1,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202112,BS,female,0,sex,101114,1,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202113,BS,female,0,sex,101114,1,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202114,BS,female,0,sex,101114,1,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202115,BS,female,0,sex,101114,1,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202116,BS,female,1,sex,101114,2,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,1,100
202117,BS,female,0,sex,101114,2,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202118,BS,female,0,sex,101114,2,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202119,BS,female,0,sex,101114,2,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202120,BS,female,0,sex,101114,2,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202121,BS,female,1,sex,101114,3,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.5,50
202122,BS,female,0,sex,101114,3,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202123,BS,female,0,sex,101114,3,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202124,BS,female,0,sex,101114,3,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202125,BS,female,0,sex,101114,3,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202126,BS,female,0,sex,101114,3,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202127,BS,female,0,sex,101114,3,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202128,BS,female,0,sex,101114,3,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202129,BS,female,0,sex,101114,3,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202130,BS,female,0,sex,101114,3,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202131,BS,female,0,sex,101114,3,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202132,BS,female,0,sex,101114,3,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202133,BS,female,0,sex,101114,3,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202134,BS,female,0,sex,101114,3,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202135,BS,female,0,sex,101114,3,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202136,BS,female,1,sex,101114,4,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.5,50
202137,BS,female,0,sex,101114,4,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202138,BS,female,0,sex,101114,4,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202139,BS,female,0,sex,101114,4,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202140,BS,female,1,sex,101114,5,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.167,16.7
202141,BS,female,0,sex,101114,5,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202142,BS,female,8,sex,101114,13,0.01,0.01,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.571,57.099999999999994
202143,BS,female,2,sex,101114,15,0,0.01,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.667,66.7
202144,BS,female,137,sex,101114,152,0.14,0.15,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.688,68.8
202145,BS,female,316,sex,101114,468,0.31,0.46,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.574,57.4
202146,BS,female,4100,sex,101114,4568,4.05,4.52,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.541,54.1
202147,BS,female,4619,sex,101114,9187,4.57,9.09,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.545,54.50000000000001
202052,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202053,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202101,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202102,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202103,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202104,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202105,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202106,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202107,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0,0
202108,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202109,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202110,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202111,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202112,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202113,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202114,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202115,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202116,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0,0
202117,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202118,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202119,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202120,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202121,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0,0
202122,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202123,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202124,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202125,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202126,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202127,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202128,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202129,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202130,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202131,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202132,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202133,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202134,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202135,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202136,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0,0
202137,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202138,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202139,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202140,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0,0
202141,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202142,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0,0
202143,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0,0
202144,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0,0
202145,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0,0
202146,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0,0
202147,BS,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0,0
202052,CH,male,0,sex,4302599,0,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202053,CH,male,0,sex,4302599,0,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202101,CH,male,0,sex,4302599,0,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202102,CH,male,1,sex,4302599,1,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,1,100
202103,CH,male,0,sex,4302599,1,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202104,CH,male,0,sex,4302599,1,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202105,CH,male,0,sex,4302599,1,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202106,CH,male,0,sex,4302599,1,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0,0
202107,CH,male,0,sex,4302599,1,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0,0
202108,CH,male,2,sex,4302599,3,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.667,66.7
202109,CH,male,1,sex,4302599,4,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.333,33.300000000000004
202110,CH,male,0,sex,4302599,4,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202111,CH,male,0,sex,4302599,4,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202112,CH,male,1,sex,4302599,5,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,1,100
202113,CH,male,0,sex,4302599,5,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202114,CH,male,0,sex,4302599,5,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202115,CH,male,0,sex,4302599,5,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202116,CH,male,1,sex,4302599,6,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.5,50
202117,CH,male,0,sex,4302599,6,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202118,CH,male,1,sex,4302599,7,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,1,100
202119,CH,male,0,sex,4302599,7,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202120,CH,male,2,sex,4302599,9,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.4,40
202121,CH,male,1,sex,4302599,10,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.5,50
202122,CH,male,0,sex,4302599,10,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0,0
202123,CH,male,0,sex,4302599,10,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202124,CH,male,0,sex,4302599,10,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0,0
202125,CH,male,0,sex,4302599,10,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202126,CH,male,0,sex,4302599,10,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0,0
202127,CH,male,0,sex,4302599,10,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202128,CH,male,1,sex,4302599,11,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.333,33.300000000000004
202129,CH,male,1,sex,4302599,12,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,1,100
202130,CH,male,0,sex,4302599,12,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0,0
202131,CH,male,0,sex,4302599,12,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202132,CH,male,3,sex,4302599,15,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.6,60
202133,CH,male,4,sex,4302599,19,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,1,100
202134,CH,male,4,sex,4302599,23,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.571,57.099999999999994
202135,CH,male,3,sex,4302599,26,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.6,60
202136,CH,male,4,sex,4302599,30,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.571,57.099999999999994
202137,CH,male,4,sex,4302599,34,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.571,57.099999999999994
202138,CH,male,17,sex,4302599,51,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.654,65.4
202139,CH,male,26,sex,4302599,77,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.419,41.9
202140,CH,male,20,sex,4302599,97,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.8,80
202141,CH,male,8,sex,4302599,105,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.5,50
202142,CH,male,35,sex,4302599,140,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.479,47.9
202143,CH,male,112,sex,4302599,252,0,0.01,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.571,57.099999999999994
202144,CH,male,1131,sex,4302599,1383,0.03,0.03,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.504,50.4
202145,CH,male,22304,sex,4302599,23687,0.52,0.55,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.494,49.4
202146,CH,male,83518,sex,4302599,107205,1.94,2.49,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.483,48.3
202147,CH,male,102685,sex,4302599,209890,2.39,4.88,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.46,46
202052,CH,female,0,sex,4367701,0,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202053,CH,female,0,sex,4367701,0,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202101,CH,female,0,sex,4367701,0,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202102,CH,female,0,sex,4367701,0,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0,0
202103,CH,female,0,sex,4367701,0,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202104,CH,female,0,sex,4367701,0,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202105,CH,female,0,sex,4367701,0,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202106,CH,female,1,sex,4367701,1,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,1,100
202107,CH,female,1,sex,4367701,2,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,1,100
202108,CH,female,1,sex,4367701,3,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.333,33.300000000000004
202109,CH,female,2,sex,4367701,5,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.667,66.7
202110,CH,female,0,sex,4367701,5,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202111,CH,female,0,sex,4367701,5,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202112,CH,female,0,sex,4367701,5,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0,0
202113,CH,female,0,sex,4367701,5,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202114,CH,female,0,sex,4367701,5,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202115,CH,female,0,sex,4367701,5,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202116,CH,female,1,sex,4367701,6,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.5,50
202117,CH,female,0,sex,4367701,6,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202118,CH,female,0,sex,4367701,6,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0,0
202119,CH,female,0,sex,4367701,6,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202120,CH,female,3,sex,4367701,9,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.6,60
202121,CH,female,1,sex,4367701,10,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.5,50
202122,CH,female,1,sex,4367701,11,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,1,100
202123,CH,female,0,sex,4367701,11,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202124,CH,female,1,sex,4367701,12,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,1,100
202125,CH,female,0,sex,4367701,12,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202126,CH,female,1,sex,4367701,13,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,1,100
202127,CH,female,0,sex,4367701,13,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202128,CH,female,2,sex,4367701,15,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.667,66.7
202129,CH,female,0,sex,4367701,15,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0,0
202130,CH,female,2,sex,4367701,17,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,1,100
202131,CH,female,0,sex,4367701,17,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202132,CH,female,2,sex,4367701,19,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.4,40
202133,CH,female,0,sex,4367701,19,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0,0
202134,CH,female,3,sex,4367701,22,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.429,42.9
202135,CH,female,2,sex,4367701,24,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.4,40
202136,CH,female,3,sex,4367701,27,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.429,42.9
202137,CH,female,3,sex,4367701,30,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.429,42.9
202138,CH,female,9,sex,4367701,39,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.346,34.599999999999994
202139,CH,female,36,sex,4367701,75,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.581,58.099999999999994
202140,CH,female,5,sex,4367701,80,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.2,20
202141,CH,female,8,sex,4367701,88,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.5,50
202142,CH,female,38,sex,4367701,126,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.521,52.1
202143,CH,female,84,sex,4367701,210,0,0,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.429,42.9
202144,CH,female,1113,sex,4367701,1323,0.03,0.03,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.496,49.6
202145,CH,female,22824,sex,4367701,24147,0.52,0.55,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.506,50.6
202146,CH,female,89343,sex,4367701,113490,2.05,2.6,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.517,51.7
202147,CH,female,120459,sex,4367701,233949,2.76,5.36,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0.54,54
202052,CH,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202053,CH,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202101,CH,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202102,CH,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0,0
202103,CH,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202104,CH,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202105,CH,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202106,CH,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0,0
202107,CH,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0,0
202108,CH,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0,0
202109,CH,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0,0
202110,CH,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202111,CH,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202112,CH,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0,0
202113,CH,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202114,CH,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202115,CH,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202116,CH,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0,0
202117,CH,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,NA,NA
202118,CH,unknown,0,sex,NA,0,NA,NA,COVID19FirstBoosterPersons,2021-12-02_07-48-44,detailed,0,0
